Age_Years,Weight_Kg,High_Calorie_Food,Vegetable_Intake,Meal_Frequency,Water_Intake,Screen_Time_Hours,Family_Risk,Activity_Level_Score,Gender,Family_History,Snack_Frequency,Smoking_Habit,Alcohol_Consumption,Height_cm,BMI,Sedentary_Index,Hydration_Activity_Ratio,Family_Risk_BMI,Commute_Mode_Automobile,Commute_Mode_Bike,Commute_Mode_Motorbike,Commute_Mode_Public_Transportation,Commute_Mode_Walking,Leisure Time Activity_Gaming,Leisure Time Activity_Music,Leisure Time Activity_Painting,Leisure Time Activity_Reading,Leisure Time Activity_Sports,Weight_Category
-0.7999978487782379,1.5268486350882864,1,1.0772997111589646,0.3759073135148525,-0.9565438736599974,0.006626737225019694,1.0,0.4015913088124404,0,1,1,0,1,-0.2381734015412553,1.77406609139329,-0.18368303411647263,-0.15845766585245474,1.3810663324902677,False,False,False,True,False,True,False,False,False,False,4
1.740478816267404,-1.0205840572018,0,1.0772997111589646,0.3759073135148525,-1.6750569297113225,-1.0907666328447445,1.0,0.3193408045043681,0,1,1,0,1,-1.3314301237330173,-0.6813030083925475,-0.45500258452428266,-0.5390134017805236,-0.10685737670928079,True,False,False,False,False,False,True,False,False,False,1
-0.2466818342659699,0.10049663094616998,1,-0.512470509786149,0.3541636049176491,0.22816926734008364,-1.0907666328447445,1.0,-0.8464011110701373,1,1,1,0,1,0.5726847749772316,-0.10090525077244625,-0.45500258452428266,-0.6773682189786181,0.2448565812469896,False,False,False,True,False,False,False,True,False,False,6
-0.8053226171056761,-1.0205840572018,1,-0.8244803502153402,0.3759073135148525,-1.6750569297113225,0.5662339425485792,0.0,0.3193408045043681,1,0,1,0,0,1.012922166675658,-1.3270288936442622,-0.02816047711286515,-0.5390134017805236,-1.811831152345497,False,False,False,True,False,True,False,False,False,False,1
-0.3751112628932974,-0.4243283479124463,1,1.0810159624608755,-0.9967537969633061,-1.6616690028360552,-1.0907666328447445,0.005368498,-1.0001731340976117,1,1,1,0,1,1.5986921852650444,-0.9166874660306127,-0.45500258452428266,-1.0693718932990464,-1.8034437671792276,False,False,False,True,False,False,True,False,False,False,5
0.9855673753794436,-0.6879774519147066,1,-0.7252987164545475,0.3759073135148525,-0.09231215146387971,-1.0907666328447445,1.0,-1.3368053356845397,0,1,1,0,1,-0.7614221766136977,-0.47632111059329013,-0.45500258452428266,-1.1232944484814178,0.017359151762481883,True,False,False,False,False,False,True,False,False,False,5
-0.5045740652680964,1.6969453489313886,1,1.0772997111589646,0.3759073135148525,-0.5622571292808427,0.3310376238766754,1.0,0.7900884401748101,0,1,1,0,1,0.19865402318930295,1.7038305535949945,-0.15958867547674013,0.2959452477766952,1.3385044537374642,False,False,False,True,False,True,False,False,False,False,4
-0.783144459093087,-0.22480275634859237,1,-0.9273317215413028,0.382563237582522,-1.5723748833968902,-0.4845726425909276,1.018225377,-0.5967020221512352,0,1,1,0,1,-1.0883664741188597,0.19898695690298482,-0.16222382175868358,-0.8842165048166031,0.4673836248515296,False,False,False,True,False,True,False,False,False,False,0
-0.21644445062611456,-0.06734359619572737,1,-0.8667245564866067,0.33613463400349497,-0.29658693616809745,-1.0907666328447445,1.00809286,-1.0580875557942921,0,1,1,0,1,1.0631793361189095,-0.43149447248786166,-0.45500258452428266,-0.9265123303457456,0.05954676608637286,False,False,False,True,False,False,False,False,True,False,5
0.22730625881726557,0.8712297055972508,1,1.0772997111589646,0.3759073135148525,-0.0994225632706008,-0.3715074220820384,1.0,-1.1310262381114131,0,1,1,0,1,-0.8393399218294626,1.3777984199982685,0.25444093392673617,-0.9603619928382797,1.1409329596668596,False,False,False,True,False,False,False,False,False,True,4
